"lfdn","duration","participant_device","v_99","v_101","v_100","v_11","v_12","v_13","v_14","v_15","v_16","v_103","v_104","v_105","v_106","v_107","v_108","v_109","v_110","v_111","v_113","v_114","v_126","v_112","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_122","v_123","v_124","v_127","v_133","v_65","v_18","v_19","v_20","v_21","v_22","v_23","v_24","v_25","v_26","v_27","v_28","v_29","v_66","v_67","v_68","v_69","v_70","v_71","v_37","v_38","v_39","v_40","v_41","v_42","v_43","v_72","v_45","v_81","v_82","v_83","v_84","v_85","v_86","v_87","v_88","v_89","v_90","v_91","v_92","v_93","v_94","v_95","v_62","v_63","v_60","v_61"
2618,2487,0,2,3,14,1,1,1,1,1,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,1,1,1,1,5,4,4,4,5,5,1,3,3,3,3,2,2,2,3,1,1,1,2,1,1,1,3,3,3,3,3,4,3,3,6,NA,10,NA
2619,679,0,2,5,13,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ich habe genug apps auf dem handy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,6,NA,6,NA
2620,539,3,1,3,12,1,2,1,1,2,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,4,4,3,3,3,2,2,2,3,2,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,5,NA,1,NA
2621,337,0,2,3,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,1,1,1,1,1,4,4,2,2,4,4,3,4,3,2,1,2,1,1,4,2,2,2,2,1,1,1,2,2,4,3,2,4,4,2,7,"Bachelor of Arts",8,NA
2622,370,0,1,4,13,1,2,1,2,2,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,5,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,3,3,1,3,2,2,3,4,NA,5,NA
2623,186,1,1,3,14,1,2,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,2,4,3,3,3,3,3,3,2,2,3,3,3,1,3,1,2,1,2,1,1,2,3,3,3,3,1,2,1,2,5,NA,4,NA
2624,703,0,1,7,10,1,1,1,2,2,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1,"Zuviel Eingrif in die Privatsphäre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,1,1,2,1,2,4,3,3,5,3,3,2,3,2,2,2,3,3,2,4,1,1,1,1,1,1,1,4,4,4,2,2,4,3,4,4,NA,4,NA
2626,375,0,2,6,11,1,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,1,1,1,1,2,2,4,4,1,3,4,4,4,4,4,3,3,4,4,3,4,2,2,2,2,1,1,1,3,3,4,4,1,2,3,3,5,NA,7,NA
2627,468,3,1,5,10,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Keine Lust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,4,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,4,3,4,4,4,4,4,NA,5,NA
2628,529,0,2,3,3,1,1,1,1,2,1,NA,NA,NA,NA,NA,0,NA,NA,2,NA,1,"weil ich nicht möchte dass meine daten erfasst werden auch wenn alles anonym bleiben sollte ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,1,1,2,2,1,5,5,2,3,3,3,2,2,2,2,1,2,1,1,4,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,2,NA,1,NA
2629,692,1,2,3,10,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,5,5,4,4,2,2,3,3,4,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,3,1,5,NA,4,NA
2630,463,1,2,2,2,1,2,1,1,1,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,1,4,5,5,4,4,3,3,4,4,4,4,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,NA,2,NA
2631,492,0,2,4,9,1,1,1,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,2,NA,1,"Weil ich nicht bereit bin Daten von mir preiszugeben. Ich bin mir nicht sicher auf welche Daten (z.B. gespeicherte Telefonnummern, Zahlungen von meinem Konto) erfasst werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,2,1,1,2,2,2,4,4,1,1,4,4,3,3,4,1,2,2,2,1,2,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3,4,NA,5,NA
2632,925,0,2,5,1,1,NA,1,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,4,4,4,4,3,3,2,3,3,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,6,NA,5,NA
2633,428,0,2,6,9,1,2,1,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,NA,1,1,2,1,1,1,1,1,2,1,2,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,3,3,NA,4,NA
2634,1223,1,2,3,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,2,1,2,1,1,1,3,4,2,2,4,4,3,4,4,2,3,1,2,1,4,1,1,2,2,1,1,1,1,3,4,2,2,3,4,2,5,NA,1,NA
2635,409,1,2,2,2,1,2,1,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,3,4,5,3,4,4,2,2,3,2,1,3,NA,2,2,1,1,1,1,1,3,4,4,2,1,4,1,5,NA,2,NA
2636,438,0,2,5,10,1,2,1,2,2,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,3,5,5,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,3,2,3,2,4,NA,4,NA
2637,349,0,2,7,10,1,2,1,1,1,2,NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,"weil ich mit dem destop pc besser klarkomme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,1,1,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,4,4,4,1,4,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,NA,4,NA
2638,661,1,2,5,10,1,2,1,2,2,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,3,5,1,1,4,5,4,4,2,1,1,3,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,5,NA,4,NA
2639,962,0,2,3,9,1,2,2,1,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,5,5,1,3,5,5,4,4,4,4,3,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
2641,584,0,1,5,15,1,2,1,2,2,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,4,4,2,3,4,4,3,4,3,3,3,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,NA,5,NA
2642,861,1,1,6,3,1,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,100,NA,"Wegen der geringen Zahlung für eine grenzenlose Datennutzung deren Weiterverwertung ich nicht beeinflussen kann. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,4,4,2,4,4,3,2,4,2,2,2,3,3,2,4,1,2,1,1,1,1,1,3,3,4,3,3,4,3,4,3,NA,4,NA
2643,NA,1,1,3,10,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Keine Interesse.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,2,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,2,1,1,2,2,1,4,2,2,2,2,1,1,1,4,2,3,3,4,2,4,4,4,NA,12,"Ausbildungssuchend"
2644,764,0,1,5,10,1,1,1,2,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,2,1,1,1,2,2,2,3,5,1,1,5,5,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
2645,560,0,1,6,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,2,1,1,1,1,1,1,3,5,1,1,5,5,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,NA,5,NA
2646,437,0,1,5,2,1,2,1,2,2,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,1,1,1,2,1,2,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,2,3,2,3,2,3,3,3,3,4,NA,5,NA
2647,677,1,1,4,16,1,1,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4,4,3,3,2,2,1,3,3,1,4,2,1,1,1,1,1,1,3,3,4,3,4,3,4,4,4,NA,4,NA
2648,530,0,1,6,2,1,NA,1,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,"Weil ich keine App dafür installiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,3,4,2,3,3,1,1,2,1,1,4,1,1,1,1,1,1,1,4,4,4,4,3,3,4,4,4,NA,4,NA
2649,1339,0,1,6,13,1,2,1,1,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,5,4,1,3,4,4,3,3,2,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,4,NA,7,NA
2651,542,0,2,3,1,1,2,1,2,2,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,4,4,3,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,2,1,5,NA,9,NA
2654,567,1,2,3,10,1,2,1,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,2,250,NA,"Die dauerhafte Nutzung meiner Daten scheint mir zu gering vergütet. Rechnet man das als Stundenlohn aus ist mir die Entlohnung zu gering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,3,4,3,3,4,2,2,3,3,2,3,2,2,2,1,1,1,1,2,3,3,3,1,1,2,1,6,NA,8,NA
2655,566,1,2,4,10,1,1,1,2,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,2,4,4,3,3,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,4,4,2,4,3,4,2,4,NA,5,NA
2656,629,1,2,3,6,1,2,1,2,2,1,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,3,2,3,3,4,3,3,3,2,2,2,2,1,3,2,2,1,1,1,1,1,2,2,3,3,2,2,3,3,6,NA,1,NA
2657,259,1,1,5,1,1,2,1,1,2,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,4,3,3,3,3,3,2,2,3,3,3,3,2,3,2,1,1,1,2,2,1,1,3,2,3,2,3,2,2,3,3,NA,7,NA
2658,635,2,2,3,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,2,1,1,1,2,1,5,5,1,3,5,4,3,3,3,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,3,6,NA,8,NA
2659,544,0,2,6,13,1,2,1,1,2,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,1,1,2,NA,1,1,1,1,1,2,1,2,NA,1,2,1,1,4,5,1,1,5,5,3,3,3,3,3,4,3,3,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,4,4,NA,4,NA
2660,650,0,2,5,7,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"da diese Apps sehr viel Akkukapazität fordern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,4,4,2,3,4,3,3,3,3,3,2,4,3,2,3,2,2,2,2,1,1,1,2,2,3,2,2,3,3,3,6,NA,10,NA
2662,482,0,1,5,2,1,2,1,2,2,2,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,3,3,1,2,5,5,3,4,2,2,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,3,NA,4,NA
2663,568,0,2,4,6,1,2,1,1,1,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4,4,3,4,3,2,3,3,2,1,3,1,2,2,2,1,1,1,1,2,3,3,2,2,2,2,6,NA,4,NA
2664,1377,3,1,7,13,1,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,4,5,5,3,4,3,4,3,4,4,3,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,4,NA,4,NA
2665,224,0,1,4,2,1,2,1,1,1,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,1,0,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,4,4,4,4,3,3,2,1,3,2,4,2,2,2,2,1,1,1,3,4,4,4,3,2,3,3,5,NA,9,NA
2666,683,0,2,5,4,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"nimmt viel Zeit in Anspruch will nicht alles preisgeben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1,1,2,2,2,2,1,2,1,1,2,4,3,3,3,3,3,4,2,2,4,2,1,3,4,3,2,1,2,2,2,2,1,2,2,3,3,3,3,3,3,4,NA,4,NA
2667,227,0,2,4,2,1,1,1,1,1,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,1,0,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,4,4,3,5,3,2,4,4,3,4,3,4,3,2,3,2,1,2,2,1,2,1,4,3,4,4,3,4,3,2,4,NA,5,NA
2668,1618,1,1,6,15,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,5,5,4,4,3,3,3,4,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,NA,5,NA
2669,928,3,1,6,3,1,NA,1,1,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,2,1,1,2,1,3,3,2,3,4,5,4,3,3,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,2,3,3,3,4,4,4,NA,4,NA
2670,259,0,1,6,10,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,5,4,3,4,5,4,3,2,3,4,3,2,3,2,1,2,1,2,1,2,1,4,3,2,3,4,3,2,3,6,NA,10,NA
2671,631,0,2,5,10,1,2,1,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Ich möchte keine Apps auf meinem Smartphone installieren,die nicht zwingend erforderlich sind.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,2,2,2,2,4,4,2,3,4,4,3,3,3,2,1,2,2,1,3,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,NA,8,NA
2672,328,0,2,6,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ist mir am handy zu aufwendig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,2,1,2,2,2,2,1,1,2,1,2,3,4,1,3,4,4,3,3,3,2,2,3,3,2,3,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,NA,4,NA
2673,572,1,2,5,14,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Datenschutz wirklich gewährleistet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,1,2,2,1,2,3,5,1,3,4,4,3,3,3,2,2,3,3,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,3,3,6,NA,10,NA
2674,214,0,2,4,2,1,1,1,1,1,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,3,4,5,4,3,4,3,3,4,3,3,4,4,3,2,1,1,2,1,2,1,4,3,4,3,3,4,4,3,6,NA,10,NA
2675,707,1,2,4,9,1,1,1,1,1,2,NA,NA,NA,NA,5,NA,NA,NA,2,150,NA,"Ungutes Gefühl der Überwachung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,2,4,4,2,3,3,1,1,2,2,1,3,1,1,2,1,1,1,1,3,4,4,2,3,2,4,3,6,NA,8,NA
2676,551,1,1,2,13,1,1,1,1,2,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,1,2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,5,5,2,3,4,5,2,2,3,3,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,3,3,4,4,3,6,NA,1,NA
2677,530,0,1,5,16,1,2,1,1,2,2,NA,0,NA,NA,NA,NA,NA,NA,2,250,NA,"Sicherheit,Datenschutz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,1,2,2,2,2,2,2,2,2,2,3,4,2,3,4,4,3,3,3,2,1,2,2,1,4,2,2,2,2,1,1,1,2,3,4,2,2,3,4,3,4,NA,4,NA
2678,306,0,1,6,10,1,2,1,1,1,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,3,1,1,1,1,2,2,2,2,2,2,2,2,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,6,NA,9,NA
2679,352,0,2,4,6,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"möchte keine app runterladen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,5,4,4,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,6,NA,5,NA
2680,748,1,1,4,3,1,2,1,1,1,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,4,4,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,1,3,1,2,2,2,1,5,NA,7,NA
2681,1095,0,2,7,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,5,2,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,4,4,3,3,2,2,2,2,1,1,1,3,3,3,2,3,2,2,3,4,NA,4,NA
2682,1182,2,1,7,13,1,2,1,NA,2,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,2,NA,4,2,2,1,1,2,2,1,2,2,2,1,2,2,4,1,3,4,4,3,4,3,3,3,4,3,3,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,6,NA,10,NA
2683,400,0,2,5,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,1,1,1,1,1,1,1,2,1,1,2,2,1,3,4,2,4,4,4,3,3,3,2,2,2,2,2,3,1,1,2,1,1,1,1,2,2,3,3,2,2,3,4,6,NA,4,NA
2684,493,0,1,5,1,1,2,1,2,2,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,4,5,1,1,5,5,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,NA,4,NA
2686,430,0,1,6,1,1,2,1,1,2,3,NA,0,NA,NA,NA,NA,NA,NA,2,500,NA,"Aufwand zu Hoch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,5,5,1,5,5,3,3,3,1,1,1,1,1,3,4,1,1,1,2,2,2,2,2,4,4,4,2,2,3,3,5,NA,7,NA
2687,733,1,2,3,10,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,5,4,2,3,5,5,3,4,4,3,3,2,2,2,2,1,2,2,2,1,2,1,2,2,3,3,2,2,2,2,6,NA,9,NA
2688,561,1,1,4,1,1,2,1,1,1,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,5,5,4,3,3,4,2,4,4,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,4,NA,5,NA
2689,414,0,2,4,14,1,2,1,1,1,2,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,2,4,4,3,3,3,4,2,2,2,3,2,3,1,2,2,1,1,1,1,2,3,4,3,3,2,2,2,6,NA,10,NA
2690,745,1,1,4,16,1,2,1,1,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,4,3,4,2,3,2,1,1,1,4,3,4,2,1,2,2,1,1,1,1,3,4,4,2,2,2,1,4,NA,4,NA
2692,655,1,1,5,10,1,NA,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,4,4,4,3,3,3,3,2,3,3,3,3,2,2,2,2,1,1,1,2,3,3,2,2,3,3,2,6,NA,10,NA
2693,855,0,2,7,9,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"ich habe Bedenken, so eine App aufs Smartphone zu laden. Wie groß wäre meine Kontrolle? Was wird eingesehen und was passiert mit meinen Daten? Außerdem befürchte ich, dass dadurch mein Smartphone langsamer wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,3,4,2,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,3,2,1,1,1,1,4,NA,4,NA
